54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/bundle-bundle_site_head.css HTTP/1.1" 200 55531 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /image/2301/product/50x50 HTTP/1.1" 200 921 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/js/highcharts.min.js HTTP/1.1" 200 70590 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.99.30.32 - - [22/Jan/2019:14:12:09 +0330] "GET /rapidGrails/jsonList?maxColumns=16&domainClass=eshop.Order&filter=[{op:%27inSession%27,%20field:%27id%27,%20val:%27orderList488ee38b1cff41518c6c30e7f28a3356%27}]&columns=[{%27name%27:%27trackingCode%27,%27width%27:110},{%27name%27:%27ownerName%27,%27width%27:120},{%27name%27:%27productsName%27,%27width%27:320,%27sortable%27:false},{%27name%27:%27ownerMobile%27,%27width%27:110},{%27name%27:%27deliveryMethodName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27deliveryCityName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27addressRegionName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27courier%27,%27width%27:120,%27expression%27:%27obj[\x5C%27courier\x5C%27]?.fullName%27},{%27name%27:%27status%27,%27width%27:110},{%27name%27:%27invoiceType%27,%27width%27:60,%27expression%27:%27g.message(code:%20obj[\x5C%27invoiceTypeCode\x5C%27])%27},{%27name%27:%27itemsDeliveryStatus%27,%27width%27:60},{%27name%27:%27creationType%27,%27width%27:50},{%27name%27:%27creationMedia%27,%27width%27:50},{%27name%27:%27completionMedia%27,%27width%27:50},{%27name%27:%27completionFollower%27,%27width%27:120},{%27name%27:%27lastActionDate%27,%27width%27:100,%27expression%27:%27rg.formatJalaliDate(date:%20%20obj[\x5C%27lastActionDate\x5C%27],%20hm:\x5C%27true\x5C%27%20)%27}]&_search=false&nd=1548153952383&rows=10&page=1&sidx=lastActionDate&sord=desc HTTP/1.1" 200 89 "https://www.zanbil.ir/orderAdministration/console/187482" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /image/41/brand HTTP/1.1" 200 2946 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.235.192.161 - - [22/Jan/2019:14:12:09 +0330] "GET /static/bundle-bundle_site_head.css HTTP/1.1" 200 55531 "https://www.zanbil.ir/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 OPR/57.0.3098.116" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:14:12:09 +0330] "GET /filter/b546%2Cb19%2Cb256%2Cb215%2Cb724%2Cb877%2Cb573%2Cb523%2Cb95%2Cb261%2Cb598%2Cb5%2Cb231%2Cb63%2Cb400%2Cb32%2Cb543%2Cb703%2Cb103%2Cb435%2Cb574%2Cb118%2Cb570?page=12 HTTP/1.1" 200 39491 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /image/2301?name=IMG_0075.jpg&wh=300x300 HTTP/1.1" 200 5005 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/search-category-arrow.png HTTP/1.1" 200 217 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/icons/btn-search.png HTTP/1.1" 200 393 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
128.65.175.224 - - [22/Jan/2019:14:12:09 +0330] "GET /m/filter/p44%2Cb141%2Ct140 HTTP/1.1" 200 18043 "https://www.zanbil.ir/m/filter/p44%2Cb141" "Mozilla/5.0 (Linux; Android 6.0.1; MI 4W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /image/25/productType/120x90 HTTP/1.1" 200 12569 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/pos.png HTTP/1.1" 200 6465 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/exists.png HTTP/1.1" 200 2212 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/bundle-bundle_site_defer.min.js HTTP/1.1" 200 185207 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /image/28/productType/120x90 HTTP/1.1" 200 11915 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/zanbil/Information-Icon.png HTTP/1.1" 200 1429 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
151.239.241.163 - - [22/Jan/2019:14:12:09 +0330] "POST /orderAdministration/saveActionDescription HTTP/1.1" 302 0 "https://www.zanbil.ir/orderAdministration/console/186360" "Mozilla/5.0 (Windows NT 6.3; rv:64.0) Gecko/20100101 Firefox/64.0" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /plugins/ckeditor-3.6.2.2/js/ckeditor/ckeditor.js HTTP/1.1" 302 0 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/product/2301/%D8%AE%D8%B1%D8%AF%DA%A9%D9%86-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-CP-802P" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /image/8049/product/50x50 HTTP/1.1" 200 1285 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /image/7/productType/120x90 HTTP/1.1" 200 12590 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /image/5/productType/120x90 HTTP/1.1" 200 11487 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /image/246/brand HTTP/1.1" 200 2103 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
212.33.202.99 - - [22/Jan/2019:14:12:09 +0330] "GET /static/bundle-bundle_site_defer.min.js HTTP/1.1" 200 185207 "https://www.zanbil.ir/article/618/%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%B3%D9%88%D8%B2%D8%B4-%D9%88-%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%BE%D8%A7%3A-%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.214.223.168 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/amp/instagram.png HTTP/1.1" 200 7146 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HUAWEI Y360-U61 Build/HUAWEIY360-U61) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30;" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
31.184.135.124 - - [22/Jan/2019:14:12:09 +0330] "GET /filter?f=b1,b103,b105,b135,b533,b8&o=b HTTP/1.1" 301 178 "http://www.zanbil.ir/" "Mozilla/5.0 (compatible; Parsijoobot; +http://www.parsijoo.ir/bot.html; crawler@parsijoo.ir)" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/css/font_awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77171 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/bundle-bundle_site_defer.min.js HTTP/1.1" 200 185207 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.214.223.168 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/amp/telegram.png HTTP/1.1" 200 4859 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HUAWEI Y360-U61 Build/HUAWEIY360-U61) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30;" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/pos.png HTTP/1.1" 200 6465 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.214.223.168 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/amp/blog.png HTTP/1.1" 200 3863 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HUAWEI Y360-U61 Build/HUAWEIY360-U61) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30;" "-"
66.249.66.91 - - [22/Jan/2019:14:12:09 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /image/8049?name=product-final1-copy.jpg&wh=max HTTP/1.1" 200 56124 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/Icon-Buypage/addToZanbil-box.png HTTP/1.1" 200 4011 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/product/8049/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%85%D8%A8%D9%84%D9%87-%D9%84%D9%88%D9%81%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-LOFRA-Free-Standing-Range-CBBG96G2VG-Ci521" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/Icon-Buypage/addToZanbil-box.png HTTP/1.1" 200 4011 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:14:12:09 +0330] "GET /filter/b546%2Cb734%2Cb19%2Cb256%2Cb215%2Cb724%2Cb877%2Cb573%2Cb523%2Cb95%2Cb261%2Cb598%2Cb5%2Cb231%2Cb63%2Cb118%2Cb613%2Cb854%2Cb168%2Cb497%2Cb861%2Cb723%2Cb548?page=60 HTTP/1.1" 200 39205 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/next.png HTTP/1.1" 200 3045 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.108.79 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/prev.png HTTP/1.1" 200 3032 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/images/prev.png HTTP/1.1" 200 3032 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.237.235.239 - - [22/Jan/2019:14:12:09 +0330] "GET /image/14464/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/product/31644/61734/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-43UJ69000GI" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
5.78.231.74 - - [22/Jan/2019:14:12:09 +0330] "GET /static/css/font_awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77171 "https://znbl.ir/static/bundle-bundle_site_head.css" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
